time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Academic,Level 3,58,57,54,51,45,93.103,87.931,78.947
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Academic,Level 3,40,40,40,40,40,100,100,100
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Academic,Level 3,59,58,55,53,52,93.22,89.831,89.655
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Academic,Level 3,60,59,54,53,49,90,88.333,83.051
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Academic,Level 3,61,61,54,53,52,88.525,86.885,85.246
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Academic,Level 3,121,120,112,107,100,92.562,88.43,83.333
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Academic,Level 3,110,109,98,96,93,89.091,87.273,85.321
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Academic,Level 3,118,117,107,105,102,90.678,88.983,87.179
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Academic,Level 3,140,139,132,128,126,94.286,91.429,90.647
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Academic,Level 3,146,146,135,132,134,92.466,90.411,91.781
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Academic,Level 3,2,2,2,2,2,100,100,100
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,Academic,Level 3,67,65,64,60,54,95.522,89.552,83.077
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,Academic,Level 3,57,56,51,50,49,89.474,87.719,87.5
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Academic,Level 3,68,68,63,63,63,92.647,92.647,92.647
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Academic,Level 3,75,75,74,71,73,98.667,94.667,97.333
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Academic,Level 3,60,60,57,56,56,95,93.333,93.333
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,Academic,Level 3,1135,1117,1013,979,939,89.251,86.256,84.064
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,Academic,Level 3,1129,1122,1051,1038,1023,93.091,91.94,91.176
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Academic,Level 3,1325,1318,1213,1201,1180,91.547,90.642,89.53
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Academic,Level 3,1595,1589,1436,1406,1392,90.031,88.15,87.602
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Academic,Level 3,1789,1779,1632,1617,1587,91.224,90.386,89.207
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Academic,Level 3,0,0,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Academic,Level 3,0,0,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Academic,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Academic,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Academic,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,Academic,Level 3,380,375,350,340,337,92.105,89.474,89.867
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Hearing impairment,Academic,Level 3,373,371,346,344,339,92.761,92.225,91.375
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Academic,Level 3,446,443,428,426,422,95.964,95.516,95.26
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Academic,Level 3,461,459,423,418,415,91.757,90.672,90.414
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Hearing impairment,Academic,Level 3,475,470,429,423,422,90.316,89.053,89.787
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,Academic,Level 3,833,816,740,712,656,88.836,85.474,80.392
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Moderate learning difficulty,Academic,Level 3,782,773,701,684,662,89.642,87.468,85.64
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Academic,Level 3,758,753,696,684,668,91.821,90.237,88.712
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Academic,Level 3,857,855,776,761,746,90.548,88.798,87.251
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Moderate learning difficulty,Academic,Level 3,869,868,776,762,752,89.298,87.687,86.636
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,Academic,Level 3,15,15,13,13,13,86.667,86.667,86.667
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Multi-sensory impairment,Academic,Level 3,33,33,32,32,32,96.97,96.97,96.97
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Academic,Level 3,32,32,31,31,31,96.875,96.875,96.875
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Academic,Level 3,28,28,25,25,25,89.286,89.286,89.286
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Multi-sensory impairment,Academic,Level 3,47,47,41,40,40,87.234,85.106,85.106
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Other difficulty,Academic,Level 3,775,766,701,675,653,90.452,87.097,85.248
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Other difficulty,Academic,Level 3,725,720,653,643,631,90.069,88.69,87.639
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Academic,Level 3,774,770,728,712,706,94.057,91.99,91.688
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Academic,Level 3,787,782,732,720,709,93.011,91.487,90.665
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Other difficulty,Academic,Level 3,802,799,711,702,694,88.653,87.531,86.859
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Physical disability,Academic,Level 3,398,389,358,350,333,89.95,87.94,85.604
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Physical disability,Academic,Level 3,383,380,360,354,344,93.995,92.428,90.526
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Academic,Level 3,453,452,424,416,415,93.598,91.832,91.814
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Academic,Level 3,498,496,450,444,440,90.361,89.157,88.71
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Physical disability,Academic,Level 3,514,510,467,463,455,90.856,90.078,89.216
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Profound and multiple learning difficulty,Academic,Level 3,1,1,1,1,1,100,100,100
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Profound and multiple learning difficulty,Academic,Level 3,1,1,1,1,1,100,100,100
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Academic,Level 3,3,3,3,3,3,100,100,100
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Academic,Level 3,1,1,1,1,1,100,100,100
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Profound and multiple learning difficulty,Academic,Level 3,0,0,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Academic,Level 3,199,196,174,168,149,87.437,84.422,76.02
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Academic,Level 3,205,205,191,185,181,93.171,90.244,88.293
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Academic,Level 3,216,213,201,197,192,93.056,91.204,90.141
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Academic,Level 3,235,233,217,214,213,92.34,91.064,91.416
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- SEN support but no specialist assessment of type of need,Academic,Level 3,270,269,228,228,226,84.444,84.444,84.015
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Severe learning difficulty,Academic,Level 3,9,9,7,7,7,77.778,77.778,77.778
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Severe learning difficulty,Academic,Level 3,5,5,4,4,4,80,80,80
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Academic,Level 3,11,11,11,10,11,100,90.909,100
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Academic,Level 3,11,11,11,11,11,100,100,100
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Severe learning difficulty,Academic,Level 3,10,10,10,10,10,100,100,100
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Academic,Level 3,1782,1748,1468,1380,1301,82.379,77.441,74.428
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Social, emotional and mental health",Academic,Level 3,1646,1620,1431,1404,1358,86.938,85.298,83.827
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Academic,Level 3,1870,1855,1670,1624,1599,89.305,86.845,86.199
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Academic,Level 3,2155,2133,1790,1738,1714,83.063,80.65,80.356
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Social, emotional and mental health",Academic,Level 3,2581,2563,2153,2106,2091,83.417,81.596,81.584
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Academic,Level 3,2582,2535,2358,2309,2209,91.325,89.427,87.14
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Specific learning difficulty,Academic,Level 3,2542,2524,2369,2341,2295,93.194,92.093,90.927
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Academic,Level 3,2754,2732,2588,2561,2525,93.972,92.992,92.423
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Academic,Level 3,2786,2770,2578,2537,2507,92.534,91.062,90.505
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Specific learning difficulty,Academic,Level 3,3150,3140,2873,2849,2816,91.206,90.444,89.682
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Academic,Level 3,615,606,548,530,501,89.106,86.179,82.673
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Speech, language and communication needs",Academic,Level 3,588,584,541,532,515,92.007,90.476,88.185
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Academic,Level 3,683,679,636,626,615,93.119,91.654,90.574
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Academic,Level 3,793,789,732,721,712,92.308,90.921,90.241
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Speech, language and communication needs",Academic,Level 3,935,927,872,857,845,93.262,91.658,91.154
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Academic,Level 3,167,167,141,134,129,84.431,80.24,77.246
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Unknown SEN type,Academic,Level 3,17,17,6,5,5,35.294,29.412,29.412
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Academic,Level 3,0,0,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Unknown SEN type,Academic,Level 3,2,2,2,2,2,100,100,100
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Academic,Level 3,236,231,225,219,211,95.339,92.797,91.342
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Vision impairment,Academic,Level 3,224,221,208,206,197,92.857,91.964,89.14
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Academic,Level 3,261,259,246,245,243,94.253,93.87,93.822
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Academic,Level 3,275,275,255,252,249,92.727,91.636,90.545
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Vision impairment,Academic,Level 3,263,259,246,241,237,93.536,91.635,91.506
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Academic,Level 3,1075,1048,972,921,856,90.419,85.674,81.679
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total EHC plans and statements of SEN,Academic,Level 3,1032,1024,948,929,903,91.86,90.019,88.184
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Academic,Level 3,1127,1120,1027,1004,986,91.127,89.086,88.036
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Academic,Level 3,1262,1254,1150,1114,1105,91.125,88.273,88.118
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total EHC plans and statements of SEN,Academic,Level 3,1318,1307,1179,1140,1130,89.454,86.495,86.458
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Academic,Level 3,209819,205813,193546,190533,182722,92.244,90.808,88.781
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total No identified SEN,Academic,Level 3,203123,201597,191538,190082,186668,94.297,93.58,92.595
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Academic,Level 3,207913,206864,198101,196683,194631,95.281,94.599,94.086
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Academic,Level 3,216449,215330,203125,201270,199405,93.844,92.987,92.604
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total No identified SEN,Academic,Level 3,219672,218583,203117,201494,199214,92.464,91.725,91.139
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Academic,Level 3,9127,8971,8097,7817,7439,88.715,85.647,82.923
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total SEN support,Academic,Level 3,8653,8576,7894,7773,7587,91.228,89.83,88.468
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Academic,Level 3,9586,9520,8875,8736,8610,92.583,91.133,90.441
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Academic,Level 3,10482,10421,9426,9248,9134,89.926,88.227,87.65
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total SEN support,Academic,Level 3,11707,11643,10440,10300,10177,89.177,87.982,87.409
201920,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Academic,Level 3,10718,10332,9739,9455,8530,90.866,88.216,82.559
202021,Academic year,National,E92000001,England,Final,SEN Provision,Total Unknown SEN status,Academic,Level 3,10716,10478,9884,9674,9095,92.236,90.276,86.801
202122,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Academic,Level 3,10827,10661,10084,9876,9444,93.138,91.216,88.585
202223,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Academic,Level 3,10408,10207,9485,9302,8914,91.132,89.374,87.332
202324,Academic year,National,E92000001,England,Revised,SEN Provision,Total Unknown SEN status,Academic,Level 3,11868,11621,10873,10775,10293,91.616,90.79,88.572
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - White British,Academic,Level 3,144743,141885,132552,130434,125058,91.577,90.114,88.14
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - White British,Academic,Level 3,137226,136472,128563,127514,125570,93.687,92.923,92.012
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Academic,Level 3,138135,137411,130586,129536,128091,94.535,93.775,93.217
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Academic,Level 3,140708,140115,130654,129317,128298,92.855,91.905,91.566
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - White British,Academic,Level 3,139408,138949,127035,125915,124697,91.125,90.321,89.743
201920,Academic year,National,E92000001,England,Final,Ethnicity,White - White Irish,Academic,Level 3,928,922,876,867,853,94.397,93.427,92.516
202021,Academic year,National,E92000001,England,Final,Ethnicity,White - White Irish,Academic,Level 3,935,929,886,878,862,94.759,93.904,92.788
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Academic,Level 3,880,877,848,846,837,96.364,96.136,95.439
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Academic,Level 3,899,892,859,845,839,95.551,93.993,94.058
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White - White Irish,Academic,Level 3,903,892,854,846,834,94.574,93.688,93.498
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British,Academic,Level 3,12968,12722,11901,11626,11104,91.772,89.651,87.282
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British,Academic,Level 3,12747,12556,11991,11878,11498,94.069,93.183,91.574
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Academic,Level 3,13582,13507,13009,12923,12751,95.781,95.148,94.403
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Academic,Level 3,14685,14578,13913,13792,13601,94.743,93.919,93.298
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British,Academic,Level 3,15613,15466,14506,14387,14128,92.91,92.148,91.349
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Any other Black background,Academic,Level 3,1423,1399,1309,1277,1226,91.989,89.74,87.634
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Any other Black background,Academic,Level 3,1458,1435,1356,1347,1292,93.004,92.387,90.035
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Academic,Level 3,1607,1597,1531,1521,1495,95.271,94.648,93.613
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Academic,Level 3,1724,1706,1615,1603,1577,93.677,92.981,92.438
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Any other Black background,Academic,Level 3,1761,1744,1630,1623,1593,92.561,92.164,91.342
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Pakistani,Academic,Level 3,10158,9981,9444,9289,8808,92.971,91.445,88.248
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Pakistani,Academic,Level 3,9824,9744,9268,9204,8996,94.34,93.689,92.323
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Academic,Level 3,9821,9772,9431,9381,9285,96.029,95.52,95.016
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Academic,Level 3,10913,10823,10303,10205,10038,94.41,93.512,92.747
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Pakistani,Academic,Level 3,11347,11256,10680,10586,10431,94.122,93.293,92.671
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black African,Academic,Level 3,9401,9214,8731,8538,8163,92.873,90.82,88.593
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black African,Academic,Level 3,9321,9176,8818,8735,8478,94.604,93.713,92.393
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Academic,Level 3,9914,9867,9552,9495,9391,96.349,95.774,95.176
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Academic,Level 3,11023,10954,10537,10445,10317,95.591,94.756,94.185
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black African,Academic,Level 3,11877,11760,11146,11059,10863,93.845,93.113,92.372
201920,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black Caribbean,Academic,Level 3,2144,2109,1861,1811,1715,86.8,84.468,81.318
202021,Academic year,National,E92000001,England,Final,Ethnicity,Black or Black British - Black Caribbean,Academic,Level 3,1968,1945,1817,1796,1728,92.327,91.26,88.843
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Academic,Level 3,2061,2043,1926,1907,1865,93.45,92.528,91.287
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Academic,Level 3,1938,1918,1761,1744,1707,90.867,89.99,88.999
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Black or Black British - Black Caribbean,Academic,Level 3,1975,1962,1730,1705,1672,87.595,86.329,85.219
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background,Academic,Level 3,11415,11231,10407,10218,9835,91.17,89.514,87.57
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background,Academic,Level 3,11689,11575,10985,10892,10678,93.977,93.182,92.251
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Academic,Level 3,12589,12525,11920,11807,11704,94.686,93.788,93.445
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Academic,Level 3,13711,13620,12754,12621,12470,93.02,92.05,91.557
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background,Academic,Level 3,14683,14612,13521,13380,13241,92.086,91.126,90.617
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - Any other Mixed background,Academic,Level 3,4671,4598,4288,4209,4052,91.8,90.109,88.125
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - Any other Mixed background,Academic,Level 3,4775,4728,4521,4485,4390,94.681,93.927,92.851
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Academic,Level 3,5074,5042,4825,4790,4738,95.093,94.403,93.971
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Academic,Level 3,5622,5579,5243,5188,5114,93.259,92.28,91.665
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - Any other Mixed background,Academic,Level 3,5871,5842,5444,5385,5320,92.727,91.722,91.065
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Asian,Academic,Level 3,3137,3089,2931,2890,2802,93.433,92.126,90.709
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Asian,Academic,Level 3,3322,3292,3167,3150,3098,95.334,94.822,94.107
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Academic,Level 3,3536,3519,3392,3360,3337,95.928,95.023,94.828
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Academic,Level 3,4001,3973,3799,3766,3736,94.951,94.126,94.035
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Asian,Academic,Level 3,4392,4374,4110,4078,4056,93.579,92.851,92.73
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black African,Academic,Level 3,1335,1310,1212,1190,1139,90.787,89.139,86.947
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black African,Academic,Level 3,1446,1430,1348,1334,1305,93.223,92.254,91.259
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Academic,Level 3,1615,1608,1521,1509,1498,94.18,93.437,93.159
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Academic,Level 3,1702,1694,1585,1572,1555,93.126,92.362,91.795
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black African,Academic,Level 3,1977,1964,1817,1796,1768,91.907,90.845,90.02
201920,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black Caribbean,Academic,Level 3,2272,2234,1976,1929,1842,86.972,84.903,82.453
202021,Academic year,National,E92000001,England,Final,Ethnicity,Mixed Dual background - White and Black Caribbean,Academic,Level 3,2146,2125,1949,1923,1885,90.82,89.609,88.706
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Academic,Level 3,2364,2356,2182,2148,2131,92.301,90.863,90.45
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Academic,Level 3,2386,2374,2127,2095,2065,89.145,87.804,86.984
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Mixed Dual background - White and Black Caribbean,Academic,Level 3,2443,2432,2150,2121,2097,88.007,86.819,86.225
201920,Academic year,National,E92000001,England,Final,Ethnicity,Unknown ethnicity,Academic,Level 3,13086,12676,11900,11576,10572,90.937,88.461,83.402
202021,Academic year,National,E92000001,England,Final,Ethnicity,Unknown ethnicity,Academic,Level 3,13171,12908,12221,11979,11360,92.787,90.95,88.007
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Academic,Level 3,13677,13491,12805,12573,12109,93.624,91.928,89.756
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Academic,Level 3,13736,13500,12612,12399,11961,91.817,90.266,88.6
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Unknown ethnicity,Academic,Level 3,15543,15268,14252,14117,13583,91.694,90.825,88.964
201920,Academic year,National,E92000001,England,Final,Ethnicity,White,Academic,Level 3,157344,154195,144287,141965,136024,91.702,90.226,88.216
202021,Academic year,National,E92000001,England,Final,Ethnicity,White,Academic,Level 3,149711,148818,140401,139249,137020,93.781,93.012,92.072
202122,Academic year,National,E92000001,England,Revised,Ethnicity,White,Academic,Level 3,151881,151088,143732,142573,140995,94.635,93.872,93.32
202223,Academic year,National,E92000001,England,Revised,Ethnicity,White,Academic,Level 3,155665,154945,144795,143315,142107,93.017,92.066,91.714
202324,Academic year,National,E92000001,England,Revised,Ethnicity,White,Academic,Level 3,155538,154950,142204,140974,139530,91.427,90.636,90.048
