time_period,time_identifier,geographic_level,country_code,country_name,version,characteristic_type,characteristic_value,exam_cohort,level_of_study,student_count_year_1,student_count_year_2,retained,retained_and_assessed,returned_and_retained,perc_retained,perc_retained_and_assessed,perc_returned_and_retained
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Tech level,Level 3,367,365,346,311,333,94.278,84.741,91.233
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Any other Asian background,Tech level,Level 3,310,301,281,255,261,90.645,82.258,86.711
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Tech level,Level 3,291,281,266,235,243,91.409,80.756,86.477
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Bangladeshi,Tech level,Level 3,210,206,198,193,191,94.286,91.905,92.718
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Tech level,Level 3,394,386,374,334,359,94.924,84.772,93.005
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Tech level,Level 3,363,357,341,302,329,93.939,83.196,92.157
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Bangladeshi,Tech level,Level 3,328,315,290,259,255,88.415,78.963,80.952
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Tech level,Level 3,36,35,32,30,29,88.889,83.333,82.857
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Chinese,Tech level,Level 3,38,37,38,35,35,100,92.105,94.595
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Tech level,Level 3,40,40,36,36,35,90,90,87.5
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Tech level,Level 3,43,40,40,36,34,93.023,83.721,85
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Chinese,Tech level,Level 3,35,35,29,28,29,82.857,80,82.857
201920,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Tech level,Level 3,320,303,299,274,258,93.438,85.625,85.149
202021,Academic year,National,E92000001,England,Final,Ethnicity,Asian or Asian British - Indian,Tech level,Level 3,290,278,272,261,249,93.793,90,89.568
202122,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Tech level,Level 3,563,554,540,510,515,95.915,90.586,92.96
202223,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Tech level,Level 3,541,536,503,470,479,92.976,86.876,89.366
202324,Academic year,National,E92000001,England,Revised,Ethnicity,Asian or Asian British - Indian,Tech level,Level 3,468,455,447,413,417,95.513,88.248,91.648
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Tech level,Level 3,9095,8597,7945,6943,6349,87.356,76.339,73.851
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 0 to < 4,Tech level,Level 3,5881,5564,5127,4737,4184,87.179,80.548,75.198
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Tech level,Level 3,11841,11608,10329,8868,9377,87.231,74.892,80.78
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Tech level,Level 3,8726,8551,7405,5605,6493,84.861,64.233,75.933
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 0 to < 4,Tech level,Level 3,7726,7560,6542,4925,5549,84.675,63.746,73.399
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Tech level,Level 3,13907,12939,12545,11582,10029,90.206,83.282,77.51
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 4 to < 7,Tech level,Level 3,13453,12732,12392,11914,10783,92.113,88.56,84.692
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Tech level,Level 3,20605,20277,19194,18411,17660,93.152,89.352,87.094
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Tech level,Level 3,22866,22428,20416,18537,17631,89.285,81.068,78.612
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 4 to < 7,Tech level,Level 3,21061,20691,18509,16217,15823,87.883,77,76.473
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Tech level,Level 3,215,194,205,191,171,95.349,88.837,88.144
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Priors 7+,Tech level,Level 3,308,272,288,272,250,93.506,88.312,91.912
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Tech level,Level 3,799,784,773,753,737,96.746,94.243,94.005
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Tech level,Level 3,1060,1028,1012,977,916,95.472,92.17,89.105
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Priors 7+,Tech level,Level 3,848,822,780,736,686,91.981,86.792,83.455
201920,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Tech level,Level 3,316,265,286,237,192,90.506,75,72.453
202021,Academic year,National,E92000001,England,Final,Prior Attainment,Unknown prior attainment,Tech level,Level 3,281,240,252,237,201,89.68,84.342,83.75
202122,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Tech level,Level 3,418,390,375,343,327,89.713,82.057,83.846
202223,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Tech level,Level 3,514,480,451,394,366,87.743,76.654,76.25
202324,Academic year,National,E92000001,England,Revised,Prior Attainment,Unknown prior attainment,Tech level,Level 3,541,505,482,435,387,89.094,80.407,76.634
201920,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Tech level,Level 3,6232,5857,5384,4749,4214,86.393,76.203,71.948
202021,Academic year,National,E92000001,England,Final,Disadvantage,Disadvantaged,Tech level,Level 3,4777,4495,4167,3886,3413,87.23,81.348,75.929
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Tech level,Level 3,8731,8536,7714,6902,6937,88.352,79.052,81.268
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Tech level,Level 3,8698,8519,7416,6146,6237,85.261,70.66,73.213
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Disadvantaged,Tech level,Level 3,7844,7693,6564,5255,5403,83.682,66.994,70.233
201920,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Tech level,Level 3,17067,15949,15382,14025,12389,90.127,82.176,77.679
202021,Academic year,National,E92000001,England,Final,Disadvantage,Non-Disadvantaged,Tech level,Level 3,14932,14132,13694,13088,11844,91.709,87.651,83.81
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Tech level,Level 3,24658,24269,22707,21238,20954,92.088,86.13,86.341
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Tech level,Level 3,24139,23660,21572,19100,18927,89.366,79.125,79.996
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Non-Disadvantaged,Tech level,Level 3,21917,21503,19375,16718,16745,88.402,76.279,77.873
201920,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Tech level,Level 3,234,189,215,179,138,91.88,76.496,73.016
202021,Academic year,National,E92000001,England,Final,Disadvantage,Unknown disadvantaged status,Tech level,Level 3,214,181,198,186,161,92.523,86.916,88.95
202122,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Tech level,Level 3,274,254,250,235,210,91.241,85.766,82.677
202223,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Tech level,Level 3,329,308,296,267,242,89.97,81.155,78.571
202324,Academic year,National,E92000001,England,Revised,Disadvantage,Unknown disadvantaged status,Tech level,Level 3,415,382,374,340,297,90.12,81.928,77.749
201920,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Tech level,Level 3,23533,21995,20981,18953,16741,89.156,80.538,76.113
202021,Academic year,National,E92000001,England,Final,All Students,All state-funded mainstream students,Tech level,Level 3,19923,18808,18059,17160,15418,90.644,86.132,81.976
202122,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Tech level,Level 3,33663,33059,30671,28375,28101,91.112,84.291,85.003
202223,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Tech level,Level 3,33166,32487,29284,25513,25406,88.295,76.925,78.204
202324,Academic year,National,E92000001,England,Revised,All Students,All state-funded mainstream students,Tech level,Level 3,30176,29578,26313,22313,22445,87.198,73.943,75.884
201920,Academic year,National,E92000001,England,Final,Sex,Female,Technical certificate,Level 2,5984,z,5151,3951,z,86.08,66.026,z
202021,Academic year,National,E92000001,England,Final,Sex,Female,Technical certificate,Level 2,2618,z,2111,1603,z,80.634,61.23,z
202122,Academic year,National,E92000001,England,Revised,Sex,Female,Technical certificate,Level 2,4380,z,3772,3101,z,86.119,70.799,z
202223,Academic year,National,E92000001,England,Revised,Sex,Female,Technical certificate,Level 2,4194,z,3560,2971,z,84.883,70.839,z
202324,Academic year,National,E92000001,England,Revised,Sex,Female,Technical certificate,Level 2,4181,z,3420,2705,z,81.799,64.697,z
201920,Academic year,National,E92000001,England,Final,Sex,Male,Technical certificate,Level 2,4639,z,4096,3060,z,88.295,65.962,z
202021,Academic year,National,E92000001,England,Final,Sex,Male,Technical certificate,Level 2,2261,z,1894,1363,z,83.768,60.283,z
202122,Academic year,National,E92000001,England,Revised,Sex,Male,Technical certificate,Level 2,4757,z,4141,3373,z,87.051,70.906,z
202223,Academic year,National,E92000001,England,Revised,Sex,Male,Technical certificate,Level 2,5770,z,4942,4072,z,85.65,70.572,z
202324,Academic year,National,E92000001,England,Revised,Sex,Male,Technical certificate,Level 2,6031,z,5163,3840,z,85.608,63.671,z
201920,Academic year,National,E92000001,England,Final,First Language,English language,Technical certificate,Level 2,9114,z,7878,6098,z,86.438,66.908,z
202021,Academic year,National,E92000001,England,Final,First Language,English language,Technical certificate,Level 2,4022,z,3248,2478,z,80.756,61.611,z
202122,Academic year,National,E92000001,England,Revised,First Language,English language,Technical certificate,Level 2,7642,z,6602,5530,z,86.391,72.363,z
202223,Academic year,National,E92000001,England,Revised,First Language,English language,Technical certificate,Level 2,8404,z,7132,6003,z,84.864,71.43,z
202324,Academic year,National,E92000001,England,Revised,First Language,English language,Technical certificate,Level 2,8598,z,7194,5561,z,83.671,64.678,z
201920,Academic year,National,E92000001,England,Final,First Language,Other than English language,Technical certificate,Level 2,1026,z,948,581,z,92.398,56.628,z
202021,Academic year,National,E92000001,England,Final,First Language,Other than English language,Technical certificate,Level 2,577,z,514,292,z,89.081,50.607,z
202122,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Technical certificate,Level 2,963,z,870,577,z,90.343,59.917,z
202223,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Technical certificate,Level 2,994,z,886,653,z,89.135,65.694,z
202324,Academic year,National,E92000001,England,Revised,First Language,Other than English language,Technical certificate,Level 2,1057,z,925,609,z,87.512,57.616,z
201920,Academic year,National,E92000001,England,Final,First Language,Unknown first language,Technical certificate,Level 2,483,z,421,332,z,87.164,68.737,z
202021,Academic year,National,E92000001,England,Final,First Language,Unknown first language,Technical certificate,Level 2,280,z,243,196,z,86.786,70,z
202122,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Technical certificate,Level 2,532,z,441,367,z,82.895,68.985,z
202223,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Technical certificate,Level 2,566,z,484,387,z,85.512,68.375,z
202324,Academic year,National,E92000001,England,Revised,First Language,Unknown first language,Technical certificate,Level 2,559,z,466,377,z,83.363,67.442,z
201920,Academic year,National,E92000001,England,Final,FSM,Eligible for FSM,Technical certificate,Level 2,1794,z,1509,1062,z,84.114,59.197,z
202021,Academic year,National,E92000001,England,Final,FSM,Eligible for FSM,Technical certificate,Level 2,724,z,556,381,z,76.796,52.624,z
202122,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Technical certificate,Level 2,1689,z,1448,1105,z,85.731,65.423,z
202223,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Technical certificate,Level 2,2071,z,1720,1371,z,83.052,66.2,z
202324,Academic year,National,E92000001,England,Revised,FSM,Eligible for FSM,Technical certificate,Level 2,2480,z,2015,1454,z,81.25,58.629,z
201920,Academic year,National,E92000001,England,Final,FSM,Not eligible for FSM,Technical certificate,Level 2,8637,z,7558,5807,z,87.507,67.234,z
202021,Academic year,National,E92000001,England,Final,FSM,Not eligible for FSM,Technical certificate,Level 2,4058,z,3359,2517,z,82.775,62.026,z
202122,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Technical certificate,Level 2,7326,z,6357,5283,z,86.773,72.113,z
202223,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Technical certificate,Level 2,7737,z,6648,5571,z,85.925,72.005,z
202324,Academic year,National,E92000001,England,Revised,FSM,Not eligible for FSM,Technical certificate,Level 2,7560,z,6414,4967,z,84.841,65.701,z
201920,Academic year,National,E92000001,England,Final,FSM,Unknown FSM eligibility,Technical certificate,Level 2,192,z,180,142,z,93.75,73.958,z
202021,Academic year,National,E92000001,England,Final,FSM,Unknown FSM eligibility,Technical certificate,Level 2,97,z,90,68,z,92.784,70.103,z
202122,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Technical certificate,Level 2,122,z,108,86,z,88.525,70.492,z
202223,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Technical certificate,Level 2,156,z,134,101,z,85.897,64.744,z
202324,Academic year,National,E92000001,England,Revised,FSM,Unknown FSM eligibility,Technical certificate,Level 2,174,z,156,126,z,89.655,72.414,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Technical certificate,Level 2,74,z,72,58,z,97.297,78.378,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Technical certificate,Level 2,43,z,37,30,z,86.047,69.767,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Technical certificate,Level 2,80,z,73,64,z,91.25,80,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Technical certificate,Level 2,87,z,81,70,z,93.103,80.46,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Autistic spectrum disorder,Technical certificate,Level 2,118,z,110,85,z,93.22,72.034,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Technical certificate,Level 2,12,z,11,8,z,91.667,66.667,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Technical certificate,Level 2,7,z,5,3,z,71.429,42.857,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Technical certificate,Level 2,13,z,12,10,z,92.308,76.923,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Technical certificate,Level 2,7,z,6,4,z,85.714,57.143,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Hearing impairment,Technical certificate,Level 2,10,z,7,4,z,70,40,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Technical certificate,Level 2,47,z,42,32,z,89.362,68.085,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Technical certificate,Level 2,21,z,20,12,z,95.238,57.143,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Technical certificate,Level 2,52,z,50,41,z,96.154,78.846,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Technical certificate,Level 2,44,z,43,29,z,97.727,65.909,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Moderate learning difficulty,Technical certificate,Level 2,59,z,53,33,z,89.831,55.932,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Multi-sensory impairment,Technical certificate,Level 2,2,z,2,2,z,100,100,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- No identified SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Other difficulty,Technical certificate,Level 2,11,z,9,9,z,81.818,81.818,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Other difficulty,Technical certificate,Level 2,2,z,2,2,z,100,100,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Other difficulty,Technical certificate,Level 2,9,z,9,9,z,100,100,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Other difficulty,Technical certificate,Level 2,9,z,9,5,z,100,55.556,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Other difficulty,Technical certificate,Level 2,15,z,14,12,z,93.333,80,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Physical disability,Technical certificate,Level 2,16,z,14,12,z,87.5,75,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Physical disability,Technical certificate,Level 2,7,z,7,3,z,100,42.857,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Physical disability,Technical certificate,Level 2,13,z,11,8,z,84.615,61.538,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Physical disability,Technical certificate,Level 2,20,z,20,12,z,100,60,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Physical disability,Technical certificate,Level 2,11,z,11,9,z,100,81.818,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Profound and multiple learning difficulty,Technical certificate,Level 2,2,z,2,1,z,100,50,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Profound and multiple learning difficulty,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Profound and multiple learning difficulty,Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- SEN support but no specialist assessment of type of need,Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,Technical certificate,Level 2,1,z,1,1,z,100,100,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,Technical certificate,Level 2,2,z,2,1,z,100,50,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,Technical certificate,Level 2,5,z,5,3,z,100,60,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Severe learning difficulty,Technical certificate,Level 2,6,z,6,5,z,100,83.333,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",Technical certificate,Level 2,56,z,50,36,z,89.286,64.286,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",Technical certificate,Level 2,27,z,19,11,z,70.37,40.741,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",Technical certificate,Level 2,88,z,67,58,z,76.136,65.909,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",Technical certificate,Level 2,84,z,72,59,z,85.714,70.238,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Social, emotional and mental health",Technical certificate,Level 2,131,z,107,76,z,81.679,58.015,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Technical certificate,Level 2,40,z,33,19,z,82.5,47.5,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Technical certificate,Level 2,15,z,13,12,z,86.667,80,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Technical certificate,Level 2,33,z,31,30,z,93.939,90.909,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Technical certificate,Level 2,37,z,34,30,z,91.892,81.081,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Specific learning difficulty,Technical certificate,Level 2,41,z,39,30,z,95.122,73.171,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Technical certificate,Level 2,50,z,48,34,z,96,68,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Technical certificate,Level 2,23,z,19,13,z,82.609,56.522,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Technical certificate,Level 2,51,z,50,37,z,98.039,72.549,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Technical certificate,Level 2,66,z,62,47,z,93.939,71.212,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,"EHC plans and statements of SEN- Speech, language and communication needs",Technical certificate,Level 2,59,z,58,46,z,98.305,77.966,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Unknown SEN type,Technical certificate,Level 2,0,z,z,z,z,z,z,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,Technical certificate,Level 2,2,z,2,1,z,100,50,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,EHC plans and statements of SEN- Vision impairment,Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Technical certificate,Level 2,3,z,3,3,z,100,100,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Technical certificate,Level 2,1,z,1,0,z,100,0,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,EHC plans and statements of SEN- Vision impairment,Technical certificate,Level 2,4,z,4,4,z,100,100,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,Technical certificate,Level 2,103,z,97,74,z,94.175,71.845,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,SEN support- Autistic spectrum disorder,Technical certificate,Level 2,27,z,24,14,z,88.889,51.852,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Technical certificate,Level 2,114,z,104,83,z,91.228,72.807,z
202223,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Technical certificate,Level 2,166,z,149,121,z,89.759,72.892,z
202324,Academic year,National,E92000001,England,Revised,SEN Provision,SEN support- Autistic spectrum disorder,Technical certificate,Level 2,130,z,113,87,z,86.923,66.923,z
201920,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202021,Academic year,National,E92000001,England,Final,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
202122,Academic year,National,E92000001,England,Revised,SEN Provision,"SEN support- Behavioral, emotional and social difficulties",Technical certificate,Level 2,0,z,z,z,z,z,z,z
